id,avatar,zh,en,year
T8DJQN,https://pretalx.com/media/avatars/69399005_2481172575238715_6317154799376662528_n_OXrSS5M.jpg,"{'name': 'NiJia Lin', 'bio': 'He is a Technology Evangelist from LINE, loves to find and build interesting things in web app and LINE chatbot, and shares any modern technology skills with coding and writing.\r\n\r\nSometimes would be a farmer, not only take care of plants but also source code.'}","{'name': 'NiJia Lin', 'bio': 'He is a Technology Evangelist from LINE, loves to find and build interesting things in web app and LINE chatbot, and shares any modern technology skills with coding and writing.\r\n\r\nSometimes would be a farmer, not only take care of plants but also source code.'}",2021
ERCTNS,https://pretalx.com/media/avatars/ChineseCubes_m5CBAFs.png,"{'name': 'caasih', 'bio': 'caasih （卡西）現在是個寫 TypeScript, ReScript 和 OCaml 的前端工程師，不知道為什麼技能都點到工具和 app 架構這種打雜技能上面去了。\r\n\r\n目睹近年的 web app 不斷膨脹，他還在尋找怎麼打造小而巧軟體的方法。'}","{'name': 'Isaac Huang', 'bio': 'Programming in TypeScript, ReScript, and OCaml, Isaac Huang is a web front-end developer who is interesting in tooling and application architecture.\r\n\r\nWilling to implement compact applications with minimum effort, he is still looking for a way to growing software instead of designing them.'}",2021
3MMPBX,https://www.gravatar.com/avatar/3a33ad1e812e9f8d4d74a0496958e469?s=1024&d=identicon&r=g,"{'name': '古永忠', 'bio': '古永忠博士長年投入資料庫系統研究、開發及管理的實務工作，致力於推廣基礎的資料庫系統知識。近年作為 PostgreSQL 台灣社群召集人，期望能提供良好的技術交流平台，擴展在地技術紅利。'}","{'name': 'Yung-Chung Ku', 'bio': 'Dr. Yung-Chung Ku is a database system researcher, community contributor and data engineer. Deliver industry information from the perspective of the community, and provide enterprises with open data thinking and technology.'}",2021
UBYEDP,https://pretalx.com/media/avatars/49682658_2119942891362004_6549688799843057664_n_gdIKTYv.jpg,"{'name': '蔡芸琤', 'bio': 'PecuLab 創辦人\r\n東吳巨資專任助理教授 & 台大財金兼任助理教授\r\n國立台灣大學共同教育中心 (CS+X) 助理教授\r\n臺大醫院顧問「臺大醫神 – 精準醫療人工智慧輔助決策系統」\r\n中國信託金控外匯交易室顧問「外匯計量交易」\r\n德國馬克思普朗克科學史研究所博士前研究員「手寫文稿辨識」\r\n美國 Numerix 財務計算軟體工程師「TRF 衍生性金融商品」\r\n友訊集團明泰科技通訊軟體工程師「中華電信光世代專案」\r\n資策會創研所軟體工程師「ETC 稽核系統」 \r\n5 歲寫第一支程式，使用 DOS 1.0 作業系統，學習語言為 BASIC。\r\n12 歲第一次接觸視窗式的作業系統 Windows 3.1，學習語言為 QBasic。\r\n18 歲第一次接觸開源作業系統 FreeBSD，學習物件導向程式語言為 C++。\r\n20 歲第一次接觸伺服器作業系統 Linux + Apache，進行全端網頁開發，學習 HTML + PHP 3.0 + MySQL + JavaScript + CSS。\r\n20 歲第一次接觸數值分析相關領域，使用 MATLAB 進行電腦視覺物件追蹤。\r\n隨後碰過的程式語言包含，C、C#、JAVA、Python、R。\r\n到現在仍然沒有停止學習，持續使用資訊技能解決跨領域中的問題。'}","{'name': 'Yun-Cheng (Pecu) Tsai', 'bio': 'PecuLab Founder\r\nProject Assistant Professor, General Education Center, National Taiwan University\r\nAdjunct Assistant Professor, Institute of Information and Decision Sciences, National Taipei University of Business\r\nProject Consultant, Foreign Exchange Trading Office, ChinaTrust Commercial Bank\r\nPre-doctoral Researcher, History of Science, Max Planck Institute, Berlin, Germany\r\nResearch Assistant, Institute of Statistics and Metrology, Humboldt University, Berlin, Germany\r\nFinancial Engineer, Taipei Office, Numerix, USA\r\nResearch and Development, Department of Fiber Switch, Alpha Networks Inc.\r\nSoftware Engineer, ETC Audit System Project Team, Institute for Information Industry'}",2021
DJK9NC,https://pretalx.com/media/avatars/sm_cry_b_wrLl1Ka.png,"{'name': 'Yeti', 'bio': 'KKLab der 工程師\r\n每段過去都該是美好經歷 der 工程師\r\n走過 Java, C/C++, PHP, Verilog, ASM, C#, Objective-C, Ruby, Python, Golang der 工程師'}","{'name': 'Yeti', 'bio': 'A Engineer of KKLab, focus on server-side(backend) performance adjustment and large scale network architecture program design.'}",2021
N3E79T,https://www.gravatar.com/avatar/43e431126f8e151d0f2103ede47bb2a5,"{'name': 'Julian Chu', 'bio': 'Gopher'}","{'name': 'Julian Chu', 'bio': 'Gopher'}",2021
CMB3GA,https://www.gravatar.com/avatar/41507ffd9d2370e0e0696da9cc4368f7,"{'name': '李博明', 'bio': '李博明教授目前任教於南臺科技大學電子系，對於教學付出極大的熱忱，除了開設  Youtube 教\r\n學頻道「Linux 好好玩實驗室」外，並將個人累積十餘年的教學資料整理出書。本次演講課程「嵌入式系統」已完全上傳至 Youtube 教學頻道，在教學上備受肯定，「EDA設計流程整合」課程曾獲得教育部107年度教學實踐研究計畫亮點計畫之榮譽。除了連續三年獲得南臺科大校級教學特優獎之外，並獲得底下獎項：\r\n2018 - 全教總大專組  Super 教師獎\r\n2019 - 中華工程教育學會 IEET 教學傑出獎\r\n2020 - 教育部師鐸獎'}","{'name': 'Po-Ming Lee', 'bio': 'To be written'}",2021
WWDJXT,https://pretalx.com/media/avatars/14121801_rx2TqyR.jpg,"{'name': 'GTB', 'bio': 'Hi 我是 GTB, 是一個來自台灣的小小 gopher'}","{'name': 'GTB', 'bio': ""Hi I'm GTB, a little gopher from Taiwan.""}",2021
VZEGSF,https://pretalx.com/media/avatars/S__4481178_FB1tf3z.jpg,"{'name': 'Dada Chan', 'bio': 'DevOps @ Ubiquiti Inc.\r\nMember of GDG Taipei\r\nMember of MOPCON'}","{'name': 'Dada Chan', 'bio': 'DevOps @ Ubiquiti Inc.\r\nMember of GDG Taipei\r\nMember of MOPCON'}",2021
SYBVSL,https://www.gravatar.com/avatar/884ea577b83a256b22268f49ee06cd9a,"{'name': 'Peter', 'bio': '我叫 Peter, 是一名服務於工研院網站後端開發者，目前主要的開發使用的程式語言為 PHP 與 Python，同時也是一名開源專案的貢獻者，主要是在 GitHub 上參加各式各樣的開源貢獻活動。\r\n\r\n目前也是 Selective PHP等組織成員之一'}","{'name': 'Peter', 'bio': 'I’m Chun-Sheng Li. And my nickname is Peter.\r\nI am a software engineer in Industrial Technology Research Institute (ITRI).\r\nI love to research some web-related technologies.\r\nAnd develop some interesting/awesome stuffs!\r\nI’m also a member of LaravelConf Taiwan member and help this Taiwan conference gets more and more popular in the world 😃.'}",2021
LBJDF7,https://www.gravatar.com/avatar/b3a7c0d5c590642dbce68bce8929a2df,"{'name': 'David Chou', 'bio': 'Husband, Father 👨\u200d👩\u200d👧\r\nSoftware engineer, DevOps, Gopher 👨\u200d💻\r\nGolang Taipei meetup co-organizer 🙋\u200d♂️'}","{'name': 'David Chou', 'bio': 'Husband, Father 👨\u200d👩\u200d👧\r\nSoftware engineer, DevOps, Gopher 👨\u200d💻\r\nGolang Taipei meetup co-organizer 🙋\u200d♂️'}",2021
NK7VPQ,https://www.gravatar.com/avatar/70676fec6b49a087042070c289002afc?s=1024&d=identicon&r=g,"{'name': 'Ruinland and Dylan', 'bio': ""We're engineers from Andes Technology who have been working on Linux and QEMU for quite some time.""}","{'name': 'Ruinland and Dylan', 'bio': ""We're engineers from Andes Technology who have been working on Linux and QEMU for quite some time.""}",2021
GPRYER,https://www.gravatar.com/avatar/b252a08828861fa2ceb00e15c856391b,"{'name': 'I-Fan Wang', 'bio': '誤打誤撞進入Golang新手村的系統工程師'}","{'name': 'I-Fan Wang', 'bio': 'A two months old baby Gopher that came from System engineer'}",2021
LYRBJU,https://pretalx.com/media/avatars/122689243_353778075699440_2260379583631844121_n_lt1Uy3r.jpg,"{'name': 'Karina', 'bio': '張維珍\r\n- 國立竹山高中 (2020 ~ now)\r\n- 專長\r\n\xa0 - Scratch\r\n\xa0 - Python\r\n\xa0 - C / C++\r\n\xa0 - Arduino / Raspberry Pi\r\n- 經歷\r\n\xa0 - 2016 Sony 第四屆「創意科學玩具大賞」:  \r\n\xa0    作品 / 電音三太子\r\n\xa0 - 2018 PTWA 全國自走車大賽優勝'}","{'name': 'Karina', 'bio': 'Karina\r\n- National Zhushan Senior High School (2020 ~ now)\r\n- Skill\r\n    - Scratch\r\n    - Python\r\n    - C / C++\r\n    - Arduino / Raspberry Pi\r\n- Experience\r\n    - 2016 Sony 第四屆「創意科學玩具大賞」\r\n         作品 / 電音三太子\r\n    - 2018 PTWA 全國自走車大賽\r\n         優勝'}",2021
YSPMZN,https://www.gravatar.com/avatar/c70c137c436e864c11ca69dc119673ce?s=1024&d=identicon&r=g,"{'name': 'sosorry', 'bio': ""Hi, I'm sosorry""}","{'name': 'sosorry', 'bio': ""Hi, I'm sosorry""}",2021
LY8WKL,https://pretalx.com/media/avatars/avatar_id53tNL.jpeg,"{'name': 'Wayne Tsai', 'bio': '大家好，我是韋恩。現職為前端工程師，同時也在工作上開發桌面應用程式。\r\n因為喜歡分享的關係，大家可以在一些技術分享場合上看到我。\r\n\r\n近期的感想是入技術坑與填坑是個學問，工作、學習與下班後的平衡也是個學問。在沒有產生剝削感的狀況下持續對自己喜歡的主題付出，路才容易走得長久與健康。\r\n\r\n期許自己在對感興趣的課題花上時間後，能不時時刻刻用自己那把覺得專業的尺來衡量別人，認為對方非得如此非不如此。保持普通人與正常人的感覺，在生活與日常中以普通與有趣的方式跟朋友相處。'}","{'name': 'Wayne Tsai', 'bio': 'Wayne is a frontend Engineer and a deskstop app developer(electron) at taiwan. He likes to share what he learns from coding.'}",2021
7NW8QP,https://www.gravatar.com/avatar/f7ecc6041ac35227f5369a1f3f0fc810?s=1024&d=identicon&r=g,"{'name': 'Dr. Iris Hui-Ru Jiang, Dr. Po-Ming Lee, Mohamed Kassem', 'bio': 'TBD'}","{'name': 'Dr. Iris Hui-Ru Jiang, Dr. Po-Ming Lee, Mohamed Kassem', 'bio': 'TBD'}",2021
N8798P,https://pretalx.com/media/avatars/71479948_136229157743166_1051610158171422720_n_4p0eMVy.jpg,"{'name': 'Yuren Ju (小朱)', 'bio': 'Perpetual Protocol 的工程師、打雜兼管理。喜歡打造生活與工作中的工具，也喜歡快速寫些小程式來驗證概念。書寫是興趣之一，覺得自己寫作沒好到可以賺錢，但是可以紓壓。除了寫作外，也喜歡造訪咖啡館拍拍照跟攀岩。'}","{'name': 'Yuren Ju', 'bio': 'An engineer from Perpetual Protocol, love climbing, coffee, and making useful tool for life and work.'}",2021
J7XJUD,https://www.gravatar.com/avatar/7e3304b14dbcc0bd019c97da97cb58b2,"{'name': 'Lloyd Huang', 'bio': '黃宇新 ( lloyd huang ) 喜愛自由軟體 1998 年進入 Coventive ，歷經 Linux Distribution 、 Thin Client Desktop 、 Embedded Linux 、 Cloud Software as Service ，目前在某新創公司從事 BlockChain 相關工作。Lloyd 是個好吃鬼，喜愛義式咖啡，最大的榮耀是曾經擁有一台無敵的 TP240 ，以及一群 KaLUG 的好朋友。'}","{'name': 'Lloyd Huang', 'bio': 'TBD'}",2021
TYVCAL,https://www.gravatar.com/avatar/206fc29401a1816cc2e942f423329a39?s=1024&d=identicon&r=g,"{'name': '林上智 (SZ Lin)', 'bio': 'SZ 為 Linux 基金會官方專案 Civil Infrastructure Platform (城市基礎設施平台) 技術指導委員會成員並為 kernel 工作小組前任主席。 SZ 同時也為 Linux 基金會官方專案 OpenChain Project 治理委員會委員, 與來自不同產業的公司一同制定開源合規 (Open Source Compliance)之國際標準。\r\n \r\n身為 Debian 開發者, SZ 長期在開放原始碼資安軟體團隊中進行維護及開發, 其中也包含協助維護 Kali Linux 軟體套件。\r\n\r\nSZ 曾在多場國際會議中發表技術演講, 如 Embedded Linux Conference, Embedded Linux Conference Europe, Open Source Summit Japan, and Open Source Summit China 等等。'}","{'name': '林上智 (SZ Lin)', 'bio': ""SZ Lin is the technical steering committee member of the CIP (Civil Infrastructure Platform) project and governing board member in the OpenChain project.\r\n\r\nBeing a Debian developer, he mainly contributes and maintains open-source software in the security tools packaging team. He holds a master's degree in computer networking from National Chiao Tung University, Taiwan.\r\n\r\nSZ has multiple speaking experiences, such as Embedded Linux Conference, Embedded Linux Conference Europe, Open Source Summit Japan, and Open Source Summit China.""}",2021
AHXCFZ,https://pretalx.com/media/avatars/IMG_5882_qIbboYC.jpg,"{'name': '鄭宇哲', 'bio': 'iOS/tvOS/Android Developer, Instagram blogger(@iamhands0me) with 9k followers, learning backend development'}","{'name': 'Yu-Che Cheng', 'bio': 'iOS/tvOS/Android Developer, Instagram blogger(@iamhands0me) with 9k followers, learning backend development'}",2021
LATNFR,https://pretalx.com/media/avatars/FB_IMG_1620631162298_9gTrq3Y.jpg,"{'name': '林阿猴', 'bio': '踏上台語文之路的彌猴愛好者，目前職業是視障者的定向行動訓練師，不務正業的社福工作者。'}","{'name': 'Jean Lin (Taiwan Monkey)', 'bio': 'A monkey lover who have embarked on the road to Taiwanese language currently, works as an orientation and mobility instructor for the visually impaired, and a social welfare worker who is a little bit fooling around her job sometimes.'}",2021
PK9W7R,https://pretalx.com/media/avatars/enoki01_Ej8D74b.jpg,"{'name': '榎真治', 'bio': 'Shinji Enoki is a member of LibreOffice Japanese Team and The Document Foundation. He focuses on planning of events and sometimes on QA activities e.g. bug triage. His other community activities is a volunteer staff of Japan UNIX Society, a staff of KANSAI OPEN SOURCE. He is freelance, and he is developing LibreOffice support business with iCRAFT Corp.'}","{'name': 'Shinji Enoki', 'bio': 'Shinji Enoki is a member of LibreOffice Japanese Team and The Document Foundation. He focuses on planning of events and sometimes on QA activities e.g. bug triage. His other community activities is a volunteer staff of Japan UNIX Society, a staff of KANSAI OPEN SOURCE. He is freelance, and he is developing LibreOffice support business with iCRAFT Corp.'}",2021
NBGMRW,https://www.gravatar.com/avatar/6a424845f6165643aeb853e7a809bd4c?s=1024&d=identicon&r=g,"{'name': 'Andy Hsu', 'bio': '兩年MySQL相關經驗'}","{'name': 'Andy Hsu', 'bio': 'Two years working experience of MySQL'}",2021
TGVRKA,https://pretalx.com/media/avatars/PXL_20210508_010131108.PORTRAIT_adI4VDG.jpg,"{'name': 'LanHsin Lin', 'bio': 'Enjoy coding'}","{'name': 'LanHsin Lin', 'bio': 'Enjoy coding'}",2021
GNDXBH,https://www.gravatar.com/avatar/53e17915a0ebda94220596c4137b83fa?s=1024&d=identicon&r=g,"{'name': '蔡鎮宇', 'bio': '原先是做大型機房管理、伺服器管理自動化、以及軟體整合的軟體工程師，今年剛轉職全職做 Linux Kernel 開發，閒暇時間兼當全志 (Allwinner) 平台的上游 kernel 維護者。'}","{'name': 'Tsai, Chen-Yu', 'bio': 'Originally a system administrator focusing on large scale data center management and automation, this year has just pivoted to doing Linux Kernel development full time. On the side maintains Allwinner ARM platform support within the Linux Kernel.'}",2021
CREJ8C,https://pretalx.com/media/avatars/IMG_8390_p2T5Z2b.jpg,"{'name': 'Justin Lee', 'bio': '後端工程師。在公司內負責大小雜事，穿梭於各研討會中，嘗試將適合的概念或技術引入公司。在 MOPCON 擔任了幾年的打掃志工。'}","{'name': 'Justin Lee', 'bio': '後端工程師。在公司內負責大小雜事，穿梭於各研討會中，嘗試將適合的概念或技術引入公司。在 MOPCON 擔任了幾年的打掃志工。'}",2021
FJEN8U,https://www.gravatar.com/avatar/5b4d7e425a7bb81c423b70ffd7e06072?s=1024&d=identicon&r=g,"{'name': 'YD Chen', 'bio': 'Trendmicro engineer'}","{'name': 'YD Chen', 'bio': 'Trendmicro engineer'}",2021
EFWXRU,https://www.gravatar.com/avatar/4de50721d989a564efb5bce3f6da7734,"{'name': 'Petertc Chu', 'bio': ''}","{'name': 'Petertc Chu', 'bio': ''}",2021
ZC797G,https://www.gravatar.com/avatar/6e28722f5dd7f15352acd0e223db26a9,"{'name': 'Gaston QIU', 'bio': 'UmboCV backend engineer'}","{'name': 'Gaston QIU', 'bio': 'UmboCV backend engineer'}",2021
HGG8B3,https://pretalx.com/media/avatars/90109220_3462512763764525_1688018633768304640_n_7KwlSB9.jpeg,"{'name': '賴佳祈', 'bio': 'Williams Lai ，Nervos 倡議者，沉迷於公鏈、 DeFi、以及Layer2的機制設計，喜歡把複雜的事物以簡單的人話和圖文向大眾輸出。很高興能夠第三次向 Coscups 投稿，也很開心去年能有機會在 Coscup 給一場 Talk， 今年我也會繼續努力。'}","{'name': 'Williams Lai', 'bio': ""Williams Lai, Nervos advocate, loves the mechanism design of  blockchain, DeFi, and Layer2, and likes to export complex things to the public in simple language and graphics. It was great to submit my proposal to Coscups for the third time and honor to have the chance to give a Talk at Coscups last year. I'm going to keep working on it dedicatedly this year.""}",2021
UKDXDW,https://pretalx.com/media/avatars/origin_0pjyXRx.jpg,"{'name': '葉闆', 'bio': '大學念電機，研究所念微波，現在不務正業在軟體公司當個系統工程師，覺得 Rust 好有趣好想把全世界的 project 都變成 Rust，最近正努力在 Valheim 裡求生存，沼澤太難了吧 QQ。'}","{'name': 'YodaLee', 'bio': 'Study EE in college; study Microwave in master; work as system engineer in a software company. A Rust-lover who wants to turn every project in the work into Rust. Struggling to survive in Valheim recently, the swamp is so difficult T_T.'}",2021
M8CXKR,https://pretalx.com/media/avatars/7Ba31VTi_400x400_16IQ0z5.png,"{'name': '陳品', 'bio': 'Pelith & Hakka Finance 創辦人\r\n興趣使然的區塊鏈開發者🥺\r\n🧋🧋🧋🦒🦒🦒🦒🦄️🦄️🦙🦙🦙🍜🍜🍜📈📈📈🈹️📉📉🚀🌝✨🌞🌌'}","{'name': 'Ping', 'bio': 'Founder @ Pelith & Hakka Finance\r\nBlockchain developer since 2016.\r\n🧋🧋🧋🦒🦒🦒🦒🦄️🦄️🦙🦙🦙🍜🍜🍜📈📈📈🈹️📉📉🚀🌝✨🌞🌌'}",2021
MF8PWU,https://www.gravatar.com/avatar/826fff85d969358ca6f15c2986882c82,"{'name': 'Masafumi Ohta', 'bio': 'Masafumi is leading Raspberry Pi community in Japan and has been helping Raspberry Pi since 2012 as official volunteer for their business - it is not only Japanese but also Asian people. lately Masafumi looking into Raspberry Pi business for Enterprise users, I have helped many companies for their business with Raspberry Pi.\r\nMasafumi has talked many more OSS events all over the world:\r\n*FOSSASIA\r\n*FOSEDM\r\n*COSCUP\r\n*OpenSource Summit North America/Europe/Japan\r\nMasafumi also has organized Japanese OSPN track for COSCUP since last year'}","{'name': 'Masafumi Ohta', 'bio': 'Masafumi is leading Raspberry Pi community in Japan and has been helping Raspberry Pi since 2012 as official volunteer for their business - it is not only Japanese but also Asian people. lately Masafumi looking into Raspberry Pi business for Enterprise users, I have helped many companies for their business with Raspberry Pi.\r\nMasafumi has talked many more OSS events all over the world:\r\n*FOSSASIA\r\n*FOSEDM\r\n*COSCUP\r\n*OpenSource Summit North America/Europe/Japan\r\nMasafumi also has organized Japanese OSPN track for COSCUP since last year'}",2021
ABUZDF,https://www.gravatar.com/avatar/36f3bf53963ec5cfe86ab36a0e7b9348?s=1024&d=identicon&r=g,"{'name': 'GavinChang', 'bio': '山友、義消\r\n常在美景前寫code和放空.\r\n喜歡動手改進遇到的不友善的軟體應用.'}","{'name': 'GavinChang', 'bio': '沒有^_^'}",2021
PDLJBR,https://www.gravatar.com/avatar/1373435a1059a97614969ab154c5b224,"{'name': 'Samuel Williams', 'bio': 'Samuel Williams is a Ruby core team member and the creator of Falcon, an open\xa0source web server which uses fibers for\xa0improved concurrency. He is passionate\xa0about programming languages and wants to\xa0build systems that are both easy to use and\xa0scalable by default. When he is not working\xa0as a freelance consultant solving difficult\xa0problems, he enjoys gardening,\xa0woodworking, and cooking with his two\xa0children.'}","{'name': 'Samuel Williams', 'bio': 'Samuel Williams is a Ruby core team member and the creator of Falcon, an open\xa0source web server which uses fibers for\xa0improved concurrency. He is passionate\xa0about programming languages and wants to\xa0build systems that are both easy to use and\xa0scalable by default. When he is not working\xa0as a freelance consultant solving difficult\xa0problems, he enjoys gardening,\xa0woodworking, and cooking with his two\xa0children.'}",2021
SQELRF,https://www.gravatar.com/avatar/a0e838a44b377216730e0376d08d8950,"{'name': 'Patrick Liu', 'bio': 'Author of Machinat.js'}","{'name': 'Patrick Liu', 'bio': 'Author of Machinat.js'}",2021
P3MPKE,https://www.gravatar.com/avatar/5ebc61afa1087f28a85716149bd7b010?s=1024&d=identicon&r=g,"{'name': 'Ida Chen', 'bio': '對於開源與加速運算有著興趣的軟體工程師。'}","{'name': 'Ida Chen', 'bio': 'A software engineer who is interested in open source and accelerated computing'}",2021
8F8AQM,https://www.gravatar.com/avatar/86d3bee674f1962af04b0192f0c959f3,"{'name': 'Tzu-Yin Hong', 'bio': ''}","{'name': 'Tzu-Yin Hong', 'bio': ''}",2021
