id,avatar,zh,en,year
AZWKMC,https://pretalx.coscup.org/media/avatars/photo_2023-06-24_22.06.13_PoQ15Ja.jpeg,"{'name': 'Aayush Gupta', 'bio': 'Aayush Gupta (he/him), Android Developer and Developer Relations, is a self-taught developer, working on FOSS and various communities, prominently XDA Developers, for the past few years. He holds multiple titles in numerous communities, both personal and professional. Working remotely from Bhilai, India, he actively contributes to developing Android-related projects. In addition, he has been organizing Google Developer Groups Bhilai, a.k.a GDG Bhilai, to support the local community.'}","{'name': 'Aayush Gupta', 'bio': 'Aayush Gupta (he/him), Android Developer and Developer Relations, is a self-taught developer, working on FOSS and various communities, prominently XDA Developers, for the past few years. He holds multiple titles in numerous communities, both personal and professional. Working remotely from Bhilai, India, he actively contributes to developing Android-related projects. In addition, he has been organizing Google Developer Groups Bhilai, a.k.a GDG Bhilai, to support the local community.'}",2023
7TLTMV,https://pretalx.coscup.org/media/avatars/Harry_Potter_vkrWY9R.jpg,"{'name': '李柏諺', 'bio': '臺灣科技大學 開源技術開發社 創社社長\r\nGDSCxNTUST 1st Leader\r\n目前就讀於臺科大資工系二年級，程式萌新一枚ε٩(๑> ₃ <)۶з'}","{'name': '李柏諺', 'bio': '臺灣科技大學 開源技術開發社 創社社長\r\nGDSCxNTUST 1st Leader\r\n目前就讀於臺科大資工系二年級，程式萌新一枚ε٩(๑> ₃ <)۶з'}",2023
YCYTM7,https://www.gravatar.com/avatar/29c416699d93e52fe8f1d045bc9f6688?s=1024&d=identicon&r=g,"{'name': 'HuanCheng Bai', 'bio': 'Ultimate Developer'}","{'name': 'HuanCheng Bai', 'bio': 'Ultimate Developer'}",2023
3AFHFS,https://pretalx.coscup.org/media/avatars/hydai_WNMGzbl.png,"{'name': 'Hung Ying Tai', 'bio': 'Hung-Ying is a pioneer in compiler optimization and virtual machine design.\nHe is a prolific open source contributor, participating in many open-source projects, including WasmEdge, crun, solidity, and SOLL. \nHung-Ying is also an active speaker and teacher.\n He is designing and teaching Solidity online courses in Taiwanese Mandarin.'}","{'name': 'Hung Ying Tai', 'bio': 'Hung-Ying is a pioneer in compiler optimization and virtual machine design.\nHe is a prolific open source contributor, participating in many open-source projects, including WasmEdge, crun, solidity, and SOLL. \nHung-Ying is also an active speaker and teacher.\n He is designing and teaching Solidity online courses in Taiwanese Mandarin.'}",2023
FRYEZX,https://www.gravatar.com/avatar/5ae1631f2caff86a54a6a6a2f7d7af34?s=1024&d=identicon&r=g,"{'name': '梁育齊', 'bio': '晶心科技軟體工程師'}","{'name': '梁育齊', 'bio': '晶心科技軟體工程師'}",2023
XWW9AQ,https://pretalx.coscup.org/media/avatars/6468f3df-ff33-4e45-b2e6-f17576f24ddc_fChltVe.jpg,"{'name': 'François Cartegnie', 'bio': 'VLC Media Player developers team and VideoLAN member since 2009. Working on demuxers and codecs (most media formats that goes in or out) side of VLC media player.'}","{'name': 'François Cartegnie', 'bio': 'VLC Media Player developers team and VideoLAN member since 2009. Working on demuxers and codecs (most media formats that goes in or out) side of VLC media player.'}",2023
MNJEYY,https://pretalx.coscup.org/media/avatars/IMG_20230329_180348-03_WKC1iw2.jpeg,"{'name': 'Michalis Pappas', 'bio': 'Michalis is an engineer at Unikraft Cloud (https://unikraft.io), and a contributor to the open source Unikraft project (https://unikraft.org). His areas of focus are operating systems, lightweight virtualization, and security. Before joining Unikraft he worked on virtualization for embedded automotive systems and Trusted Execution Environments.'}","{'name': 'Michalis Pappas', 'bio': 'Michalis is an engineer at Unikraft Cloud (https://unikraft.io), and a contributor to the open source Unikraft project (https://unikraft.org). His areas of focus are operating systems, lightweight virtualization, and security. Before joining Unikraft he worked on virtualization for embedded automotive systems and Trusted Execution Environments.'}",2023
3JZVHK,https://pretalx.coscup.org/media/avatars/izero_4CVdfd2.jpg,"{'name': 'KC Chen', 'bio': '自由軟體創業者，為中華民國軟體自由協會 (SLAT) 之發起人之一並曾擔任多屆/理監事、OSSACC 營運長，並為 ezgo 光碟、COSCUP 等自由軟體專案或計畫早期發起人之一。2005 年創立智新資通股份有限公司並以自由軟體服務為企業核心發展方向迄今。'}","{'name': 'KC Chen', 'bio': '自由軟體創業者，為中華民國軟體自由協會 (SLAT) 之發起人之一並曾擔任多屆/理監事、OSSACC 營運長，並為 ezgo 光碟、COSCUP 等自由軟體專案或計畫早期發起人之一。2005 年創立智新資通股份有限公司並以自由軟體服務為企業核心發展方向迄今。'}",2023
RYWZJ9,https://pretalx.coscup.org/media/avatars/avatar_x7oV99M.png,"{'name': 'Mac Taylor', 'bio': 'Mac is a member of the COSCUP 2023 Program team. He traveled to Japan with the booth team and traveled to Hong Kong for an international speaker exchange program with COSCUP. He is a Backend Engineer and Site Reliability Engineer by profession.'}","{'name': 'Mac Taylor', 'bio': 'Mac is a member of the COSCUP 2023 Program team. He traveled to Japan with the booth team and traveled to Hong Kong for an international speaker exchange program with COSCUP. He is a Backend Engineer and Site Reliability Engineer by profession.'}",2023
USGGDS,https://pretalx.coscup.org/media/avatars/himawari-super_cub-c125-bei_yi.crop_uiE5mcF.jpg,"{'name': 'Hsueh-Tsung Kuo', 'bio': '* A programmer from game company in Taiwan.\r\n* Backend (and temporary frontend) engineer.\r\n* Usually develop something related to my work in Python, Ruby, ECMAScript, Golang, C#.\r\n* Built CDN-aware game asset update system.\r\n* Business large passenger vehicle driver.\r\n* Care about chaotic traffic in Taiwan.\r\n* Draw cute anime character in spare time.'}","{'name': 'Hsueh-Tsung Kuo', 'bio': 'A backend programmer from Game Studio'}",2023
QRFKGB,https://pretalx.coscup.org/media/avatars/Abhishek_profile_RBJm3CT.jpeg,"{'name': 'Abhishek', 'bio': 'Abhishek a multi-disciplinary product designer with 8 years of experience in UI/UX, branding, product management, mentoring designers, leading a team. He has been working in the social impact space designing Open source softwares. He aims to promote ethical, user-caring design thinking practices for a better digital world.'}","{'name': 'Abhishek', 'bio': 'Abhishek a multi-disciplinary product designer with 8 years of experience in UI/UX, branding, product management, mentoring designers, leading a team. He has been working in the social impact space designing Open source softwares. He aims to promote ethical, user-caring design thinking practices for a better digital world.'}",2023
B8TYFW,https://www.gravatar.com/avatar/51fdf93819bab15157c57e52c854131a?s=1024&d=identicon&r=g,"{'name': 'Tony Yip', 'bio': 'DevSecOps Engineer from Hong Kong, with lots of experience of different cloud native platform and tools'}","{'name': 'Tony Yip', 'bio': 'A DevOps Engineer from Hong Kong'}",2023
HVXTMP,https://pretalx.coscup.org/media/avatars/OMO_2019_jukUZi9.png,"{'name': 'Kazuki Omo', 'bio': 'Over 20 years experience in Unix/Linux/Windows system and many of Security related product. Working for OSS community over 17 years. Nowadays, Trainer for Threat intelligence, and speaks at lots of public seminar/session.\r\n\r\n- Trainer for Threat Intelligence since 2020.\r\n- Published SELinux and related security articles from 2004-2022.\r\n- Maintainer of ""LIDS(Linux Intrusion Detection System)"".\r\n- Published ""Linux Security textbook"" from LPI-Japan.\r\n- Presentation on openSUSE.Asia Summit 2016 ""openSUSE Security with OpenSCAP standard""\r\n- Presentation on LinuxWorld C&D 2004 Japan ""KB1-4 Keynote:Explanation about SELinux""\r\n- Presentation on OSC 2007 TOKYO Japan ""How to to daily operate for SELinux""'}","{'name': 'Kazuki Omo', 'bio': 'Over 20 years experience in Unix/Linux/Windows system and many of Security related product. Working for OSS community over 17 years. Nowadays, Trainer for Threat intelligence, and speaks at lots of public seminar/session.\r\n\r\n- Trainer for Threat Intelligence since 2020.\r\n- Published SELinux and related security articles from 2004-2022.\r\n- Maintainer of ""LIDS(Linux Intrusion Detection System)"".\r\n- Published ""Linux Security textbook"" from LPI-Japan.\r\n- Presentation on openSUSE.Asia Summit 2016 ""openSUSE Security with OpenSCAP standard""\r\n- Presentation on LinuxWorld C&D 2004 Japan ""KB1-4 Keynote:Explanation about SELinux""\r\n- Presentation on OSC 2007 TOKYO Japan ""How to to daily operate for SELinux""'}",2023
DGDUL9,https://pretalx.coscup.org/media/avatars/IMG_4984_hpwDKzg.jpg,"{'name': 'FKT', 'bio': '哈摟我是 FKT 擅長後端與維運以下是我在社群間的經歷\r\n\r\n1. 2022 NYUST GDSC Lead\r\n2. COSCUP 學生社群大亂鬥負責人\r\n3. 2022 網管小組系統暨教學組 教學組組長\r\n\r\n對於其他領域也有興趣所以會出一些其他的專案或文章 \r\n個人部落格 https://www.sql-fan9704.eu.org/ \r\nGitHub https://github.com/fan9704'}","{'name': 'FKT', 'bio': ""Hello, I'm FKT, specializing in backend development and operations. Here are my experiences in the community:\r\n\r\n1. 2022 NYUST GDSC Lead\r\n2. COSCUP Student Community Brawl Organizer\r\n3. 2022 Network Administration Team System and Teaching Group Leader\r\n\r\nI also have interests in other fields, so I work on various projects and write articles. You can find my \r\nPersonal blog at https://www.sql-fan9704.eu.org/\r\nGitHub profile at https://github.com/fan9704.""}",2023
3Z3DBV,https://www.gravatar.com/avatar/47bdf4c3e4f855854175272f8b4dc675?s=1024&d=identicon&r=g,"{'name': 'Cooper Tseng', 'bio': '目前任職於 Canner 擔任資料工程師'}","{'name': 'Cooper Tseng', 'bio': '目前任職於 Canner 擔任資料工程師'}",2023
9BN7SE,https://www.gravatar.com/avatar/beb4ea60516c5a44717a05252c66c1d5?s=1024&d=identicon&r=g,"{'name': 'Shiao Szu (Ivan) Chen', 'bio': 'Software Engineer in Kronos Research. \r\nC++ 與 Go 的愛好者\r\n想做雲端基礎建設開發卻不小心加入了高頻交易公司'}","{'name': 'Shiao Szu (Ivan) Chen', 'bio': 'Software Engineer in Kronos Research. \r\nC++ 與 Go 的愛好者\r\n想做雲端基礎建設開發卻不小心加入了高頻交易公司'}",2023
YDNT7X,https://pretalx.coscup.org/media/avatars/PXL_20230331_150742119_JwXPXnC.jpg,"{'name': '林祥瑞 (Hsiang-Jui Lin)', 'bio': 'Currently a PhD student in Depart. of CSIE,  National Taiwan University. My research focuses on vehicular communication and multi-vehicle consensus. A long-time open-source software hobbyist mainly working on Rust, machine learning and system programming projects.'}","{'name': '林祥瑞 (Hsiang-Jui Lin)', 'bio': 'Currently a PhD student in Depart. of CSIE,  National Taiwan University. My research focuses on vehicular communication and multi-vehicle consensus. A long-time open-source software hobbyist mainly working on Rust, machine learning and system programming projects.'}",2023
QZCYVZ,https://pretalx.coscup.org/media/avatars/52304866650_dc6814aa15_o_1_e5BJnBU.jpg,"{'name': 'Kyle Lin', 'bio': '編譯器研究者，V語言編譯器開發社群成員，TWKUG志工。\r\n\r\n主要致力於開源文化的推廣及實踐。'}","{'name': 'Kyle Lin', 'bio': 'A compiler developer, a college student, an enthusiastic open source contributor.'}",2023
WHGDAG,https://www.gravatar.com/avatar/d109e9a1b5c30340f3c6839447d772e2?s=1024&d=identicon&r=g,"{'name': 'Jeff Huang', 'bio': '-'}","{'name': 'Jeff Huang', 'bio': '-'}",2023
QBMNAZ,https://www.gravatar.com/avatar/27de1db8664cc7d52160e22813ad7242?s=1024&d=identicon&r=g,"{'name': 'Aoi Hitomi', 'bio': '-'}","{'name': 'Aoi Hitomi', 'bio': '-'}",2023
BLGQ9W,https://pretalx.coscup.org/media/avatars/Ram_wl9teIs.PNG,"{'name': 'Ram Mohan Rao Chukka', 'bio': 'Ram is a Senior Software Engineer at JFrog. Around 14 years of work experience and  Previously worked for startup companies like CallidusCloud (SAP Company), Konylabs.  Strong believer of open source software can change world  and which helps to solve real world problems \r\n\r\nAt JFrog, I maintain open source helm charts and Ansible collections at Github . \r\n\r\nLoves Automation, Linux, openSource'}","{'name': 'Ram Mohan Rao Chukka', 'bio': 'Ram is a Senior Software Engineer at JFrog. Around 14 years of work experience and  Previously worked for startup companies like CallidusCloud (SAP Company), Konylabs.  Strong believer of open source software can change world  and which helps to solve real world problems \r\n\r\nAt JFrog, I maintain open source helm charts and Ansible collections at Github . \r\n\r\nLoves Automation, Linux, openSource'}",2023
JFTRUR,https://www.gravatar.com/avatar/72df2e1bce1bc520f4ed498c090030d7?s=1024&d=identicon&r=g,"{'name': 'melissa', 'bio': '-'}","{'name': 'melissa', 'bio': '-'}",2023
HTRMPH,https://pretalx.coscup.org/media/avatars/IMG_6179_LRAF4lp.JPG,"{'name': 'Shirley Lin', 'bio': 'Shirley is a staff of the COSCUP Program Team since 2022.\r\nA biochem-person launching CS journey, and a musicophile.'}","{'name': 'Shirley Lin', 'bio': 'Shirley is a staff of the COSCUP Program Team since 2022.\r\nA biochem-person launching CS journey, and a musicophile.'}",2023
ETYG83,https://www.gravatar.com/avatar/093b3496782564d86dce4914cb410f99,"{'name': '火山 / Kazan', 'bio': '從法律系半路出家的開源新手，\r\n目前是個學店資工系大二學生。\r\n\r\n喜歡一切有趣的事務，特別是資訊安全、軟體開發、嵌入式系統與物聯網、Linux，\r\n自許能成為一個開源推廣與貢獻的工作者。\r\n\r\n個人網站：https://kazan.tw/'}","{'name': '火山 / Kazan', 'bio': 'An open source newbie who studied law before,\r\nand now is a Computer Science & Information Engineering sophomore.\r\n\r\nI love everything interesting, especially cyber security, software development, embedded system & IoT, Linux,\r\nand I hope I can become a promoter and distributor of open source.\r\n\r\nPersonal website: https://kazan.tw/'}",2023
777N3C,https://pretalx.coscup.org/media/avatars/logo_en_black_GOzYb0E.png,"{'name': 'Taipei Ethereum Meetup', 'bio': '-'}","{'name': 'Taipei Ethereum Meetup', 'bio': '-'}",2023
TKNBGV,https://pretalx.coscup.org/media/avatars/jvm-logo-dark_tm7x7UZ.jpeg,"{'name': 'JVM 台灣代表隊', 'bio': '-'}","{'name': 'JVM 台灣代表隊', 'bio': '-'}",2023
UHXYCZ,https://pretalx.coscup.org/media/avatars/philipz_5YhkCLQ.png,"{'name': 'philipz', 'bio': 'Philipz鄭淳尹，Docker.Taipei社群共同發起人，國泰金控技術架構師，曾任台北富邦銀行雲端系統部架構師、微軟MVP、momo購物網架構師、臺北榮民總醫院資訊工程師、玉山銀行資訊處專員、宏碁eDC維運工程師。開源技術愛好者，曾在多間大學資工系擔任Docker容器技術講師，並翻譯審閱多本容器技術書籍。'}","{'name': 'philipz', 'bio': 'Philipz鄭淳尹，Docker.Taipei社群共同發起人，國泰金控技術架構師，曾任台北富邦銀行雲端系統部架構師、微軟MVP、momo購物網架構師、臺北榮民總醫院資訊工程師、玉山銀行資訊處專員、宏碁eDC維運工程師。開源技術愛好者，曾在多間大學資工系擔任Docker容器技術講師，並翻譯審閱多本容器技術書籍。'}",2023
BHDNXN,https://pretalx.coscup.org/media/avatars/square_lFdlvZY.jpg,"{'name': 'Mu-Fan', 'bio': 'MAN WITH MANY BUGS'}","{'name': 'Mu-Fan', 'bio': 'Mu-fan, widely known as Ryudo in the Ruby community, is a leading voice in the field. As the chief organizer of RubyConf Taiwan and CEO/CTO of 5xRuby, he has positioned himself and his organization at the forefront of Ruby and Rails innovation in Taiwan.'}",2023
S7BNMZ,https://www.gravatar.com/avatar/e0358288d6209fb62b53876330d88f87?s=1024&d=identicon&r=g,"{'name': 'Wikimedia Taiwan', 'bio': '-'}","{'name': 'Wikimedia Taiwan', 'bio': '-'}",2023
HVCVKP,https://www.gravatar.com/avatar/3db874f532e865cdb14540de5b022b84,"{'name': 'cataska', 'bio': '「帶您讀源碼」協調人之一'}","{'name': 'cataska', 'bio': '「帶您讀源碼」協調人之一'}",2023
FW9HYA,https://pretalx.coscup.org/media/avatars/tumblr_nnvxi2t5SR1rkggyfo1_500_ltfrUv0.jpg,"{'name': 'Denken Chen', 'bio': '《立法院大小聲》發起人，軟體開發與寫作經驗超過九年。作品可見個人網站：https://denkeni.org'}","{'name': 'Denken Chen', 'bio': '《立法院大小聲》發起人，軟體開發與寫作經驗超過九年。作品可見個人網站：https://denkeni.org'}",2023
VPEENL,https://www.gravatar.com/avatar/36b031e4a3c11c0cd41281c7041f7aa4?s=1024&d=identicon&r=g,"{'name': 'Reke Wang', 'bio': '台灣維基媒體協會祕書長。'}","{'name': 'Reke Wang', 'bio': 'The Secretary-General of Wikimedia Taiwan.'}",2023
SRG3JK,https://pretalx.coscup.org/media/avatars/274741232_4794340544011997_1654806276997343782_n_hAokRHU.jpg,"{'name': '章育銘', 'bio': '資策會講師與工廠智慧化接案人員，通訊大賽、中華電信等多項競賽得獎者，門薩成員。擅長自動化整合、AIoT、深度學習...，參與資策會合作多款國產開發板。'}","{'name': '章育銘', 'bio': '資策會講師與工廠智慧化接案人員，通訊大賽、中華電信等多項競賽得獎者，門薩成員。擅長自動化整合、AIoT、深度學習...，參與資策會合作多款國產開發板。'}",2023
QXFTRM,https://pretalx.coscup.org/media/avatars/Portrait-hugo_qnYrP15.jpg,"{'name': '羅禹國 Hugo Lopez', 'bio': 'E-learning professional, Wikimedian in Residence at Université de Toulouse, Hugo has been promoting free online education via Wikipedia, MOOCs and Lingualibre for two decades. His strongest action and expertise is related to languages contents, as a part of the Wikimedia Languages Diversity Hub.'}","{'name': '羅禹國 Hugo Lopez', 'bio': 'E-learning professional, Wikimedian in Residence at Université de Toulouse, Hugo has been promoting free online education via Wikipedia, MOOCs and Lingualibre for two decades. His strongest action and expertise is related to languages contents, as a part of the Wikimedia Languages Diversity Hub.'}",2023
Y7LFZB,https://www.gravatar.com/avatar/68dde1f18f96ca0c39df558b0e9e9ec0?s=1024&d=identicon&r=g,"{'name': '郭鎭頴', 'bio': 'Software engineer with experience in ROS, embedded system, network protocol, and security. Now working on Autoware.'}","{'name': '郭鎭頴', 'bio': 'Software engineer with experience in ROS, embedded system, network protocol, and security. Now working on Autoware.'}",2023
NQZMXW,https://pretalx.coscup.org/media/avatars/IMG_8436_NDf3TNF.jpeg,"{'name': '數位發展部 民主網絡司 張永青', 'bio': '數位發展部 民主網絡司 張永青\r\n\r\n公股銀行資訊部程式設計師，2011 年投入公職，於臺北市政府服務 10 年，協助推動市府線上便民服務應用系統及智慧城市發展，2022 年 10 月加入數位部，協助公民科技相關業務推動'}","{'name': '數位發展部 民主網絡司 張永青', 'bio': '數位發展部 民主網絡司 張永青\r\n\r\n公股銀行資訊部程式設計師，2011 年投入公職，於臺北市政府服務 10 年，協助推動市府線上便民服務應用系統及智慧城市發展，2022 年 10 月加入數位部，協助公民科技相關業務推動'}",2023
LEW3DP,https://pretalx.coscup.org/media/avatars/329737813_8871805256223767_2562792202496309478_n_PZBVVpg.jpg,"{'name': 'Yuyuan Yuan', 'bio': 'Rust enthusiast who likes to study language design and its applications in various domains. I am currently working on Eclipse Zenoh as a ZettaScale Taipei Team member.'}","{'name': 'Yuyuan Yuan', 'bio': 'Rust enthusiast who likes to study language design and its applications in various domains. I am currently working on Eclipse Zenoh as a ZettaScale Taipei Team member.'}",2023
7GPWDG,https://pretalx.coscup.org/media/avatars/photo_2023-01-24_00-46-26_P2jZK49.jpg,"{'name': 'Tsung-Yi Yu', 'bio': 'Tsung-Yi is a person who is very passionate about network technology. He has a border network system and operates it through AS7480. He is also a former APNIC (Asia-Pacific Network Information Centre) Fellow and TWSIG member.'}","{'name': 'Tsung-Yi Yu', 'bio': 'Tsung-Yi is a person who is very passionate about network technology. He has a border network system and operates it through AS7480. He is also a former APNIC (Asia-Pacific Network Information Centre) Fellow and TWSIG member.'}",2023
