id,avatar,zh,en,year,unique_id
EDMNJU,https://pretalx.coscup.org/media/avatars/avatar_YVqFYpR.png,"{'name': 'Jay Chang', 'bio': '元智大學資工系學生，平常在瑣碎的課餘時間中廣泛學習資工相關領域的知識，希望能與大家多多交流！\r\n\r\nI am a student in the Department of Computer Science and Engineering at Yuan Ze University, also pursuing an interdisciplinary program in Artificial Intelligence and Bioinformatics. Throughout my journey, I have actively sought out opportunities to broaden my horizons and deepen my understanding of the field.\r\n\r\nOne such opportunity was serving as a Teaching Assistant at MY Camp, a collaborative program between the Massachusetts Institute of Technology and Yuan Ze University. This experience not only enriched my knowledge but also provided valuable insights that have significantly shaped my academic and professional journey.\r\n\r\nI remain dedicated to continuously improving my academic and professional abilities, always seeking new challenges and learning opportunities in the rapidly evolving world of technology.'}","{'name': 'Jay Chang', 'bio': 'I am a Computer Science and Engineering major at Yuan Ze University, also enrolled in the interdisciplinary Artificial Intelligence and Bioinformatics Program. This combination allows me to gain expertise in my core field while exploring its applications in cutting-edge areas. Recently, I served as a Teaching Assistant for the MY Camp 2024 (MIT x YZU Collaboration Program), an experience that has enriched my academic journey.\r\n\r\nBeyond my formal coursework, I am dedicated to continuous learning and actively seek opportunities to expand my knowledge and skills. I regularly utilize online resources and open courseware from various universities to deepen my understanding of computer science and related fields.\r\n\r\nI am committed to continuously improving my academic and professional abilities, always seeking new challenges and learning opportunities in the rapidly evolving world of computer science and its interdisciplinary applications.'}",2024,EDMNJU
HE8GKD,https://pretalx.coscup.org/media/avatars/1024x1024mi_lQtgOHn.jpg,"{'name': '卡米哥', 'bio': '我是卡米哥，卡米狗的作者，LINE API Expert，目前主要使用 Rails 開發，正在維護一個聊天機器人框架 Kamigo。'}","{'name': '卡米哥', 'bio': '我是卡米哥，卡米狗的作者，LINE API Expert，目前主要使用 Rails 開發，正在維護一個聊天機器人框架 Kamigo。'}",2024,HE8GKD
YGALGW,https://pretalx.coscup.org/media/avatars/%E6%9C%AA%E5%91%BD%E5%90%8D_il753VY.png,"{'name': 'SU MIN-JING', 'bio': 'Experienced Android developer with over a year of hands-on experience in both the gas retail and healthcare sectors. Owned the development of clinic-related products and contributed to gas retail and delivery solutions.'}","{'name': 'SU MIN-JING', 'bio': 'Experienced Android developer with over a year of hands-on experience in both the gas retail and healthcare sectors. Owned the development of clinic-related products and contributed to gas retail and delivery solutions.'}",2024,YGALGW
C8V37N,https://www.gravatar.com/avatar/18127ee9aaf94288d941bd0ab8d2bd41?s=1024&d=identicon&r=g,"{'name': 'Yale Hsu', 'bio': '-'}","{'name': 'Yale Hsu', 'bio': '-'}",2024,C8V37N
DMSZ7G,https://pretalx.coscup.org/media/avatars/%E1%84%85%E1%85%B2%E1%84%89%E1%85%AE%E1%84%86%E1%85%B5_OesAKtk.jpg,"{'name': 'Sumi Ryu', 'bio': 'MySQL Principal Solution Engineer, Oracle MySQL GBU\r\nFounder and staff of MySQL User Group in Korea\r\nSun Software pre-sales for MySQL, Glassfish and iPlanet web server, Sun Microsystems\r\nJava developer and software architect, LGCNS'}","{'name': 'Sumi Ryu', 'bio': 'Current, MySQL Principal Solution Engineer, Oracle MySQL GBU\r\nFounder and staff of MySQL User Group in Korea\r\nSun Software pre-sales for MySQL, Glassfish and iPlanet web server, Sun Microsystems\r\nJava developer and software architect, LGCNS'}",2024,DMSZ7G
NXKZZA,https://pretalx.coscup.org/media/avatars/%E5%A4%A7%E9%A0%AD%E7%85%A7_zkVUJ2Z.jpg,"{'name': '温冠華', 'bio': '《一位想成為不平凡的平凡人》\r\n\r\n出身於瑞芳，從小自認天賦異稟，卻在大學受到諸多衝擊，逐漸意識到自身的不足。\r\n\r\n活躍於公益圈、教育界，一切源自於同班同學的家中狀況，讓我意識到這世界還有許多人需要幫助，甚至就近在眼前，促使我成為瑞芳扶少團創團團長、翰林未來之星遠距課輔志工。\r\n\r\n現職：\r\nGoogle Developer Student Clubs NTUST Lead、NTUST CSIE Student Association Director'}","{'name': '温冠華', 'bio': '""An Ordinary Person Aspiring to be Extraordinary""\r\n\r\nI come from Ruifang District, New Taipei City, and have lived here until I went to university. Throughout my life, I have seen many injustices and areas in need of improvement. During my studies and even after graduation, I have continued to dedicate myself to the public welfare and education sectors. Even though my efforts may be small, influencing those around me through my actions is the only thing I can do.\r\n\r\nI understand how easy it is to be content with the status quo and how challenging it is to break out of the comfort zone. Because of this, I hope to provide students in rural areas with the resources and perspectives they need.\r\n\r\nIn the past, I have served as:\r\n1. President of the Public Welfare Interact Club in Ruifang, New Taipei\r\n2. Summer Counseling Volunteer at Hanlin Education Foundation\r\n\r\nCurrently, I am:\r\n1. Lead of the Google Developer Students Club at National Taiwan University of Science and Technology (NTUST GDSC)\r\n2. President of the Department of Computer Science Student Association at National Taiwan University of Science and Technology'}",2024,NXKZZA
YSX7BY,https://pretalx.coscup.org/media/avatars/profile_WOS5UFQ.jpg,"{'name': 'Posu Tsai', 'bio': '來自國境之南的小小工程師，目前在永豐金打雜，對 Compiler、DB、Network 和各種語言都一點點涉略，頭快禿了ＱＱ'}","{'name': 'Posu Tsai', 'bio': '來自國境之南的小小工程師，目前在永豐金打雜，對 Compiler、DB、Network 和各種語言都一點點涉略，頭快禿了ＱＱ'}",2024,YSX7BY
XURCUT,https://www.gravatar.com/avatar/0e6f01190afa60662839f373f4fd7c1c?s=1024&d=identicon&r=g,"{'name': 'Bill Hsu', 'bio': 'Blockchain Security Researcher'}","{'name': 'Bill Hsu', 'bio': 'Blockchain Security Researcher'}",2024,XURCUT
DCT9MZ,https://www.gravatar.com/avatar/4447a9fcb35066329d34d184f4903711?s=1024&d=identicon&r=g,"{'name': '郑秋婉', 'bio': '前端开发，开源爱好者，OpenBuild开源社区的核心贡献者'}","{'name': '郑秋婉', 'bio': '前端开发，开源爱好者，OpenBuild开源社区的核心贡献者'}",2024,DCT9MZ
GYMZ9C,https://pretalx.coscup.org/media/avatars/Screenshot_2023-05-21_at_8.19.18_PM_4hqjRKm.png,"{'name': '李毅山', 'bio': '我是財團法人資訊工業策進會（資策會）的後端工程師，專精於使用Python進行開發工作。目前，我主要負責 III DevOps 開源專案的後端團隊工作。\r\n\r\n我擁有豐富的使用Docker、Kubernetes等微服務開發架構的經驗，並熟練應用CI/CD工具。作為後端團隊的負責人，除了參與產品開發，我也在CI/CD工具整合方面提供了寶貴的建議，並將其實現為 III DevOps 平台產品的API自動回歸測試功能。例如黑箱掃描工具WebInspect和OWASP，白箱掃描工具SonarQube和Checkmarx，以及整合測試工具Postman和映像掃描工具Sbom等。\r\n\r\n此外，我致力於研究如何有效運用後端技術來控制Kubernetes，以實現DevOps平台中多個團隊共享單一Cluster，並保持彼此獨立的開發測試環境。同時，我也專注於研究如何在保證效率的前提下，讓各個專案的Pipeline能夠與後端程式的升級相配合，並自動修改相應的Pipeline YAML檔以實現自動升級。\r\n\r\n我對軟體開發技術的創新和團隊合作充滿熱情，並樂於分享Python在後端開發中的實踐方法和解決方案。作為後端工程師，我致力於推動團隊的成長，並提供高品質的技術解決方案。'}","{'name': '李毅山', 'bio': '我是財團法人資訊工業策進會（資策會）的後端工程師，專精於使用Python進行開發工作。目前，我主要負責 III DevOps 開源專案的後端團隊工作。\r\n\r\n我擁有豐富的使用Docker、Kubernetes等微服務開發架構的經驗，並熟練應用CI/CD工具。作為後端團隊的負責人，除了參與產品開發，我也在CI/CD工具整合方面提供了寶貴的建議，並將其實現為 III DevOps 平台產品的API自動回歸測試功能。例如黑箱掃描工具WebInspect和OWASP，白箱掃描工具SonarQube和Checkmarx，以及整合測試工具Postman和映像掃描工具Sbom等。\r\n\r\n此外，我致力於研究如何有效運用後端技術來控制Kubernetes，以實現DevOps平台中多個團隊共享單一Cluster，並保持彼此獨立的開發測試環境。同時，我也專注於研究如何在保證效率的前提下，讓各個專案的Pipeline能夠與後端程式的升級相配合，並自動修改相應的Pipeline YAML檔以實現自動升級。\r\n\r\n我對軟體開發技術的創新和團隊合作充滿熱情，並樂於分享Python在後端開發中的實踐方法和解決方案。作為後端工程師，我致力於推動團隊的成長，並提供高品質的技術解決方案。'}",2024,GYMZ9C
9ZYMRC,https://pretalx.coscup.org/media/avatars/4214689_M17lMfg.png,"{'name': 'Cara Wang', 'bio': '因為前主管的技術分享認識了虛擬貨幣，於是一腳踏入了這個新世界。'}","{'name': 'Cara Wang', 'bio': '因為前主管的技術分享認識了虛擬貨幣，於是一腳踏入了這個新世界。'}",2024,9ZYMRC
QGKX9Q,https://www.gravatar.com/avatar/01fe62440188138bfc4836f3d86ce284?s=1024&d=identicon&r=g,"{'name': 'Chengendu', 'bio': '目前任職於 Ubuntu，過往工作有 Virtualization / Distributed systems / Linux kernel 等開發經驗。對系統效能分析相關技術具熱誠，目前致力於累積分析經驗及更深入的理解 Linux kernel。'}","{'name': 'Chengendu', 'bio': '目前任職於 Ubuntu，過往工作有 Virtualization / Distributed systems / Linux kernel 等開發經驗。對系統效能分析相關技術具熱誠，目前致力於累積分析經驗及更深入的理解 Linux kernel。'}",2024,QGKX9Q
UKCKZ9,https://pretalx.coscup.org/media/avatars/pic_mUjDxER.png,"{'name': 'Jamie Chiu', 'bio': '能畫能 code 的斜槓設計工作者'}","{'name': 'Jamie Chiu', 'bio': '能畫能 code 的斜槓設計工作者'}",2024,UKCKZ9
DXCG3B,https://pretalx.coscup.org/media/avatars/30000001869104_picture_AVvwVQB.jpg,"{'name': 'I Hsin Cheng', 'bio': 'Master student at National Cheng Kung University\r\nSoftware Engineer Intern at Appier\r\nEx Software Engineer Intern at Trend micro'}","{'name': 'I Hsin Cheng', 'bio': 'Master student at National Cheng Kung University\r\nSoftware Engineer Intern at Appier\r\nEx Software Engineer Intern at Trend micro'}",2024,DXCG3B
J39RLR,https://www.gravatar.com/avatar/0705a27b05ce16aa48757d747dbb4b15?s=1024&d=identicon&r=g,"{'name': 'vincentxu', 'bio': '島島阿學社群共同發起人'}","{'name': 'vincentxu', 'bio': '島島阿學社群共同發起人'}",2024,J39RLR
BAJKK7,https://pretalx.coscup.org/media/avatars/20220819-10089_DLWWgsb.jpg,"{'name': '陳佳新（奇步老爹）', 'bio': '彰化軟體公司奇步應用執行長，深信「所有問題都可以透過數位方式來解決」，精通Chatbot聊天機器人與AI人工智慧相關技術，是LINE官方認證的技術專家（全名是LINE API Expert，簡稱LAE，俗稱的聊天機器人專家），同時也是微軟AI MVP最有價值專家（俗稱的人工智慧專家）。熱中舉辦社群小聚活動分享新知，目前是彰化AMA小聚、中部人的聊天機器人小小聚、彰化Google開發者交流社群的主辦人。'}","{'name': '陳佳新（奇步老爹）', 'bio': '彰化軟體公司奇步應用執行長，深信「所有問題都可以透過數位方式來解決」，精通Chatbot聊天機器人與AI人工智慧相關技術，是LINE官方認證的技術專家（全名是LINE API Expert，簡稱LAE，俗稱的聊天機器人專家），同時也是微軟AI MVP最有價值專家（俗稱的人工智慧專家）。熱中舉辦社群小聚活動分享新知，目前是彰化AMA小聚、中部人的聊天機器人小小聚、彰化Google開發者交流社群的主辦人。'}",2024,BAJKK7
Z9GJRC,https://pretalx.coscup.org/media/avatars/1211M08_8_pu_1_tG9JRCV.jpg,"{'name': 'Ray 貓', 'bio': '我是 Ray\r\n曾經參與過台灣大學課程網全端開發，也在虛擬貨幣交易公司擔任過前端工程師\r\n多人合作或獨立開發過無數網頁專案\r\n同時經營的個人社群在兩個月內就成長超過 3000 位粉絲\r\n過去開設過很多軟體相關的課程，幾乎都有著數十人的聽眾\r\n不久前，我開發並以 MIT 協議開源了一個視覺化多人共編筆記系統\r\n你可以一個自由的空間裡頭，放置與拖動多個類似 notion 的區塊筆記，建立空間記憶\r\n正因為這次開發的經驗，讓我發現台灣似乎很少相關的資源與介紹\r\n我想將在裡頭學到的概念與知識分享與各位'}","{'name': 'Ray 貓', 'bio': '我是 Ray\r\n曾經參與過台灣大學課程網全端開發，也在虛擬貨幣交易公司擔任過前端工程師\r\n多人合作或獨立開發過無數網頁專案\r\n同時經營的個人社群在兩個月內就成長超過 3000 位粉絲\r\n過去開設過很多軟體相關的課程，幾乎都有著數十人的聽眾\r\n不久前，我開發並以 MIT 協議開源了一個視覺化多人共編筆記系統\r\n你可以一個自由的空間裡頭，放置與拖動多個類似 notion 的區塊筆記，建立空間記憶\r\n正因為這次開發的經驗，讓我發現台灣似乎很少相關的資源與介紹\r\n我想將在裡頭學到的概念與知識分享與各位'}",2024,Z9GJRC
38ERFR,https://pretalx.coscup.org/media/avatars/90109220_3462512763764525_1688018633768304640_n_1_6XK5M24.jpg,"{'name': 'Williams Lai', 'bio': 'GM! Williams Lai 是在區塊鏈世界打滾了、玩樂了七年的小書僮。目前任職於 Impossible Finance 擔任研究員和 OPs lead ，先前曾是公鏈 Nervos 的佈道者。 \r\n\r\nWilliams 非常熱衷於研究任何區塊鏈中的機制設計，從公鏈與 Layer2,以及跨鏈基礎設施，到 Ｗeb3 ,DeFi 和GameFi 等應用領域，只要存在機制設計的地方，就是本人感興趣的範疇。很高興能夠第五次來投稿 Coscup，也很榮幸前四年能夠擔任 Coscup 的講者，並且從中自己得到了許多學習和分享的樂趣。\r\n\r\n今年熱衷的區塊鏈領域的研究題目是 AI, ZK, Restaking ,BTC L2'}","{'name': 'Williams Lai', 'bio': 'GM! Williams Lai 是在區塊鏈世界打滾了、玩樂了七年的小書僮。目前任職於 Impossible Finance 擔任研究員和 OPs lead ，先前曾是公鏈 Nervos 的佈道者。 \r\n\r\nWilliams 非常熱衷於研究任何區塊鏈中的機制設計，從公鏈與 Layer2,以及跨鏈基礎設施，到 Ｗeb3 ,DeFi 和GameFi 等應用領域，只要存在機制設計的地方，就是本人感興趣的範疇。很高興能夠第五次來投稿 Coscup，也很榮幸前四年能夠擔任 Coscup 的講者，並且從中自己得到了許多學習和分享的樂趣。\r\n\r\n今年熱衷的區塊鏈領域的研究題目是 AI, ZK, Restaking ,BTC L2'}",2024,38ERFR
XTRQDX,https://pretalx.coscup.org/media/avatars/me_linkedin_rwldHF1.jpeg,"{'name': 'Gavin Guo', 'bio': 'Gavin Guo was a Linux kernel developer in the Ubuntu community. He was the speaker of Spectre v2 Internal at the 2018 China L3C and KASan debugging at the 2016 China Linux Kernel Conference. He worked for Canonical in the Customer Success division. He was responsible for the kernel stability and performance tuning of the OpenStack platform, especially in the areas of NUMA (Non\xaduniform Memory Access), Page Reclaim, and the SLUB allocator. He was the one who introduced KASAN into the team to investigate kernel issues on the OpenStack platform, which put an end to many nightmares.\r\n\r\nCurrently, Gavin is the engineering manager of the APAC sustaining engineering team at Canonical. He leads a distributed team in the Asia Pacific region, with engineers from diverse backgrounds, from user to kernel space. They work together to identify and solve complicated issues in large-scale environments, especially in performance evaluation, analysis, and tuning for the Ubuntu cloud.'}","{'name': 'Gavin Guo', 'bio': 'Gavin Guo was a Linux kernel developer in the Ubuntu community. He was the speaker of Spectre v2 Internal at the 2018 China L3C and KASan debugging at the 2016 China Linux Kernel Conference. He worked for Canonical in the Customer Success division. He was responsible for the kernel stability and performance tuning of the OpenStack platform, especially in the areas of NUMA (Non\xaduniform Memory Access), Page Reclaim, and the SLUB allocator. He was the one who introduced KASAN into the team to investigate kernel issues on the OpenStack platform, which put an end to many nightmares.\r\n\r\nCurrently, Gavin is the engineering manager of the APAC sustaining engineering team at Canonical. He leads a distributed team in the Asia Pacific region, with engineers from diverse backgrounds, from user to kernel space. They work together to identify and solve complicated issues in large-scale environments, especially in performance evaluation, analysis, and tuning for the Ubuntu cloud.'}",2024,XTRQDX
BRAU93,https://pretalx.coscup.org/media/avatars/4993_1_1ZD4LLs.png,"{'name': 'Jack Chai', 'bio': '大學生 @ NCCU\r\n/\r\nBlockchain Research Intern @ SuDo Research Labs\r\n/\r\n起初是因為好玩，所以研究區塊鏈，未來會深入研究區塊鏈技術與應用，期待為社會做出正面的貢獻'}","{'name': 'Jack Chai', 'bio': '-My name is Jack,I am a junior student studying Business Administration in the College of commerce @ NCCU\r\n-Blockchain Researcher Intern, SuDo Research Labs\r\n-Have strong interest in DeFi\r\n-I hope the world becomes better'}",2024,BRAU93
H9PJPV,https://pretalx.coscup.org/media/avatars/oie_ZBmmBLx7r7zm_QNFhfvF.jpg,"{'name': 'Che Chia Chang', 'bio': 'Che-Chia Chang，專長的領域是後端開發，開發維運，容器化應用，以及Kubernetes開發管理。\r\nMicrosoft 最有價值從業人員 MVP。\r\n- https://chechia.net\r\n- https://github.com/chechiachang\r\n\r\n演講經歷\r\n- 2024 SRE Conference\r\n- 2023 DevOpsDay\r\n- 2023 Ithome Kubernetes Summit\r\n- 2022 COSCUP\r\n- 2022 Ithome Cloud Summit\r\n- 2021 Ithome Cloud Summit\r\n- 2020 DevOps Taiwan Meetup #26 - 從零開始導入 Terraform\r\n- 2020 Cloud Native Taiwan 年末聚會\r\n- 2020 Ithome Cloud Summit\r\n- 2019 Ithome Cloud Summit\r\n- 2018 Ithome Cloud Summit\r\n- 2018 Ithome Kubernetes Summit'}","{'name': 'Che Chia Chang', 'bio': 'Che-Chia Chang，專長的領域是後端開發，開發維運，容器化應用，以及Kubernetes開發管理。\r\nMicrosoft 最有價值從業人員 MVP。\r\n- https://chechia.net\r\n- https://github.com/chechiachang\r\n\r\n演講經歷\r\n- 2024 SRE Conference\r\n- 2023 DevOpsDay\r\n- 2023 Ithome Kubernetes Summit\r\n- 2022 COSCUP\r\n- 2022 Ithome Cloud Summit\r\n- 2021 Ithome Cloud Summit\r\n- 2020 DevOps Taiwan Meetup #26 - 從零開始導入 Terraform\r\n- 2020 Cloud Native Taiwan 年末聚會\r\n- 2020 Ithome Cloud Summit\r\n- 2019 Ithome Cloud Summit\r\n- 2018 Ithome Cloud Summit\r\n- 2018 Ithome Kubernetes Summit'}",2024,H9PJPV
LDDMJB,https://www.gravatar.com/avatar/aa1768b96a31efe10a14dba7093f1e2a?s=1024&d=identicon&r=g,"{'name': 'Dongdong Tao', 'bio': 'Dongdong is a skilled software engineer at Canonical, with a deep understanding of the Ceph project. He has been contributing to Ceph since 2017, working on various code areas including CephFS, RGW, and BlueStore. Over the past four years, Dongdong has been extensively involved in troubleshooting Ceph production issues and conducting performance analysis in large-scale'}","{'name': 'Dongdong Tao', 'bio': 'Dongdong is a skilled software engineer at Canonical, with a deep understanding of the Ceph project. He has been contributing to Ceph since 2017, working on various code areas including CephFS, RGW, and BlueStore. Over the past four years, Dongdong has been extensively involved in troubleshooting Ceph production issues and conducting performance analysis in large-scale'}",2024,LDDMJB
ABVVXR,https://www.gravatar.com/avatar/3f52fd513ba2b2d48b784673ab624127?s=1024&d=identicon&r=g,"{'name': 'Weichen Lim', 'bio': '- 開放文化基金會 (Open Culture Foundation) 執行秘書\r\n- 主責一些網路治理、資訊安全、開放資料和開放政府的專案\r\n- 焦慮的人類學學徒\r\n- 開源社群最讚'}","{'name': 'Weichen Lim', 'bio': '- 開放文化基金會 (Open Culture Foundation) 執行秘書\r\n- 主責一些網路治理、資訊安全、開放資料和開放政府的專案\r\n- 焦慮的人類學學徒\r\n- 開源社群最讚'}",2024,ABVVXR
ES7ESN,https://www.gravatar.com/avatar/9f3796bc55aa3f7759dcb28cb653b12c?s=1024&d=identicon&r=g,"{'name': 'Nadia Jiang', 'bio': ""Nadia Jiang is an entrepreneur, open-source enthusiast, and DevRel expert. Currently serving as the COO of SegmentFault, China's largest developer Q&A community, and co-founder of Apache Answer.\r\nIn addition to her professional accomplishments, Nadia is a dedicated contributor to open-source organizations, including the China Open-Source Alliance (KAIYUANSHE), Chance Open-Source Foundation, China Computer Federation (CCF), and China Institute of Communications (CIC), etc.\r\nShe plays an instrumental role in organizing and volunteering for various open-source events, such as ApacheCon Asia, OpenInfra Days China, etc. Nadia is also the co-founder and conference chair of OSPO Summit and Dev.Together China Summit.""}","{'name': 'Nadia Jiang', 'bio': ""Nadia Jiang is an entrepreneur, open-source enthusiast, and DevRel expert. Currently serving as the COO of SegmentFault, China's largest developer Q&A community, and co-founder of Apache Answer.\r\nIn addition to her professional accomplishments, Nadia is a dedicated contributor to open-source organizations, including the China Open-Source Alliance (KAIYUANSHE), Chance Open-Source Foundation, China Computer Federation (CCF), and China Institute of Communications (CIC), etc.\r\nShe plays an instrumental role in organizing and volunteering for various open-source events, such as ApacheCon Asia, OpenInfra Days China, etc. Nadia is also the co-founder and conference chair of OSPO Summit and Dev.Together China Summit.""}",2024,ES7ESN
R8LHEE,https://pretalx.coscup.org/media/avatars/%E6%9E%97%E6%97%85%E5%BC%BAApacheCon2023_Rwi1i0l.jpg,"{'name': 'Richard 林旅強', 'bio': 'Richard 林旅強（強哥），早期COSCUP志工，從09年起加入中研院自由軟體鑄造場，開始投身開源相關工作；14年登陸左岸，當年聯合創辦了開源社；曾在華為做了快8年的開源和開發者生態工作，現於零一萬物 01.AI（創始人：李開復）擔任開源暨開發者關係負責人。翻譯過兩本書，《開發者關係：方法與實踐》在23年出版；《開源項目——超越代碼》預計今年10月出版。'}","{'name': 'Richard 林旅強', 'bio': 'Richard 林旅強（強哥），早期COSCUP志工，從09年起加入中研院自由軟體鑄造場，開始投身開源相關工作；14年登陸左岸，當年聯合創辦了開源社；曾在華為做了快8年的開源和開發者生態工作，現於零一萬物 01.AI（創始人：李開復）擔任開源暨開發者關係負責人。翻譯過兩本書，《開發者關係：方法與實踐》在23年出版；《開源項目——超越代碼》預計今年10月出版。'}",2024,R8LHEE
GRWZLM,https://pretalx.coscup.org/media/avatars/yuanlin_1_512px_Bn1kaRp.png,"{'name': '林沅霖', 'bio': 'Yuanlin Lin 林沅霖，Zeabur 雲端部署平台創始人，開源專案 nextjs.tw 、pick-time.io 發起人。台灣桃園人，畢業於浙江大學資訊工程系，擅長 Go 及 TypeScript 程式語言。'}","{'name': '林沅霖', 'bio': 'Yuanlin Lin 林沅霖，Zeabur 雲端部署平台創始人，開源專案 nextjs.tw 、pick-time.io 發起人。台灣桃園人，畢業於浙江大學資訊工程系，擅長 Go 及 TypeScript 程式語言。'}",2024,GRWZLM
BHGK3L,https://www.gravatar.com/avatar/3b76ef46e4bfd296d3a1eed92f3d664d?s=1024&d=identicon&r=g,"{'name': 'Yoyo', 'bio': '軟體工程師，參與過不同公司的Web/Android/iOS專案與產品開發，從自學菜逼做到小型外商manager，平常靠著許多開源資訊與科技文章學習，希望能把自己的經驗回饋給開源社群'}","{'name': 'Yoyo', 'bio': '軟體工程師，參與過不同公司的Web/Android/iOS專案與產品開發，從自學菜逼做到小型外商manager，平常靠著許多開源資訊與科技文章學習，希望能把自己的經驗回饋給開源社群'}",2024,BHGK3L
VAKERW,https://www.gravatar.com/avatar/fbbccfc6b321f34275d6f453364229d6?s=1024&d=identicon&r=g,"{'name': 'Mark Overmeer', 'bio': 'Mark started to program in 1978, and has not stopped since.  He received his MSc in Computing Science on real-time fault tolerant systems.  He spent six years as system programmer in the super-computer center of the (Dutch) National Aerospace Laboratories.    Followed by six years as trainer UNIX/Linux/C/networking for professionals   Meanwhile, he developed the 10th Dutch website (in existence).  In 2002, the Open Source development projects grew too heavy, which made him decide to become self-employed.\r\n\r\nIn the past 20 years, Mark produced many large Open Source libraries, mainly in email- and XML processing, but also worked for companies in a wide variation of projects.  One of his consistent customers is the NCSC, the Dutch National Cyber Security Center of the Ministry of Justice.\r\n\r\nMark has deep understanding of software development and maintenance, operating systems, protocols, and network infrastructure.'}","{'name': 'Mark Overmeer', 'bio': 'Mark started to program in 1978, and has not stopped since.  He received his MSc in Computing Science on real-time fault tolerant systems.  He spent six years as system programmer in the super-computer center of the (Dutch) National Aerospace Laboratories.    Followed by six years as trainer UNIX/Linux/C/networking for professionals   Meanwhile, he developed the 10th Dutch website (in existence).  In 2002, the Open Source development projects grew too heavy, which made him decide to become self-employed.\r\n\r\nIn the past 20 years, Mark produced many large Open Source libraries, mainly in email- and XML processing, but also worked for companies in a wide variation of projects.  One of his consistent customers is the NCSC, the Dutch National Cyber Security Center of the Ministry of Justice.\r\n\r\nMark has deep understanding of software development and maintenance, operating systems, protocols, and network infrastructure.'}",2024,VAKERW
HQFUTC,https://pretalx.coscup.org/media/avatars/Weixin_Image_20240509220042_PphSKpx.jpg,"{'name': 'Delton Ding', 'bio': '目前就職於一家 AI 公司，長期活躍於 Ruby 社區。熱衷於電腦系統結構和編譯器效能最佳化相關問題。'}","{'name': 'Delton Ding', 'bio': '目前就職於一家 AI 公司，長期活躍於 Ruby 社區。熱衷於電腦系統結構和編譯器效能最佳化相關問題。'}",2024,HQFUTC
DKRLMJ,https://pretalx.coscup.org/media/avatars/%E5%A4%A7%E9%A0%AD%E8%B2%BC%E5%89%AA%E8%A3%81_k1oGt2y.jpg,"{'name': 'WeiTheShinobi', 'bio': '軟體開發者\r\n喜歡鴨子、喜歡在山林裡奔跑、喜歡寫程式\r\n開始長跑後我了解到：健全的精神寓於健全的體魄\r\n\r\n請不要餵食流浪、野生動物，這會間接的破壞生態'}","{'name': 'WeiTheShinobi', 'bio': '軟體開發者\r\n喜歡鴨子、喜歡在山林裡奔跑、喜歡寫程式\r\n開始長跑後我了解到：健全的精神寓於健全的體魄\r\n\r\n請不要餵食流浪、野生動物，這會間接的破壞生態'}",2024,DKRLMJ
TKG3F3,https://pretalx.coscup.org/media/avatars/%E6%9E%97%E4%B8%8A%E6%99%BA_SZLIN_waPbuuc.jpg,"{'name': 'SZ Lin (林上智)', 'bio': 'SZ 具備 Debian 官方開發者身份。身為 Debian 開發者，SZ 長期貢獻於開放原始碼軟體，目前主要參與資安開放原始碼軟體團隊進行維護及開發。\r\n\r\n此外，SZ 也曾擔任 Linux 基金會官方專案 Civil Infrastructure Platform (城市基礎設施平台) 技術指導委員會成員並為 kernel 工作小組前任主席、 Linux 基金會官方專案 OpenChain Project 前董事會成員。\r\n\r\nSZ 曾在多個開源國際會議中發表分享，其中包含 OpenChain Japan workgroup meeting, OpenChain Taipei workshop、Debian Conference、Embedded Linux Conference、Embedded Linux Conference Europe、Open Source Summit Japan、Open Source Summit China。'}","{'name': 'SZ Lin (林上智)', 'bio': 'SZ 具備 Debian 官方開發者身份。身為 Debian 開發者，SZ 長期貢獻於開放原始碼軟體，目前主要參與資安開放原始碼軟體團隊進行維護及開發。\r\n\r\n此外，SZ 也曾擔任 Linux 基金會官方專案 Civil Infrastructure Platform (城市基礎設施平台) 技術指導委員會成員並為 kernel 工作小組前任主席、 Linux 基金會官方專案 OpenChain Project 前董事會成員。\r\n\r\nSZ 曾在多個開源國際會議中發表分享，其中包含 OpenChain Japan workgroup meeting, OpenChain Taipei workshop、Debian Conference、Embedded Linux Conference、Embedded Linux Conference Europe、Open Source Summit Japan、Open Source Summit China。'}",2024,TKG3F3
D3EJF8,https://pretalx.coscup.org/media/avatars/1631184408242_MUIwTTN.jpeg,"{'name': 'James Kuo-Ping Lo (Misawai)', 'bio': ""James Kuo-Ping Lo is a senior National Taiwan Normal University student studying Computer Science and Learning Sciences. He actively engages in developer and open-source communities in Taiwan, such as Google Developer Student Clubs and SITCON (Students' Information Technology Conference). He has delivered several talks at conferences such as COSCUP. He also interned at Google's Data Center in Taiwan.""}","{'name': 'James Kuo-Ping Lo (Misawai)', 'bio': 'James Kuo-Ping Lo (also known as Misawai) is a senior student at National Taiwan Normal University. He had open-source community experience, including speeches at COSCUP and SITCON, and has organized events such as SITCON and COSCUP track. He also often engaged with developer communities such as Google Developer Student Club and has experience hosting events and delivering speeches. He had interned at Google in a Data Center.'}",2024,D3EJF8
